"ensembl_gene_id","PC3MNT1","PC3MNT2","PC3MNT3","PC3MTR1","PC3MTR2","PC3MTR3"
"ENSG00000252933",0,0,0,0,0,0
"ENSG00000130270",19.047,19.2202,12.0142,21.4277,18.4011,17.3367
"ENSG00000129911",217.384,243.079,259.432,233.889,249.729,218.515
"ENSG00000129968",62.1096,48.2389,75.0888,53.7508,50.3213,44.4253
"ENSG00000180846",0,0,0,0.363181,0,0
"ENSG00000133243",380.525,380.258,522.618,451.071,442.377,385.742
"ENSG00000099875",330.423,385.157,435.14,374.077,442.752,420.776
"ENSG00000172081",120.079,120.22,136.286,111.86,110.031,119.19
"ENSG00000065000",637.245,635.774,723.856,699.124,631.645,632.429
"ENSG00000104886",102.688,86.6793,112.258,111.134,88.2501,74.4034
"ENSG00000221411",0,0,0,0,0,0
"ENSG00000167476",0.828128,1.1306,0.750888,0.726363,0.751064,0
"ENSG00000188305",0,0.376866,0,0,0.375532,0.361181
"ENSG00000220008",0,0,0,0,0,0
"ENSG00000130332",446.361,437.919,510.229,569.105,629.392,486.15
"ENSG00000252962",0,0,0,0,0,0
"ENSG00000176533",21.1173,25.6269,26.2811,23.97,27.4138,23.1156
"ENSG00000104969",586.315,542.311,642.01,607.603,564.425,568.138
"ENSG00000175691",36.0236,31.6568,32.6636,31.2336,28.1649,30.3392
"ENSG00000065717",46.7893,49.7464,56.3166,46.4872,62.3383,46.9536
"ENSG00000104964",761.878,804.61,857.514,760.865,838.188,779.791
"ENSG00000095932",0.828128,0,0.375444,0.726363,1.50213,0.361181
"ENSG00000129932",84.055,88.5636,165.946,124.208,103.271,109.077
"ENSG00000161091",212.154,227.385,276.616,241.237,240.107,210.808
"ENSG00000006638",4.96877,6.02986,6.00711,5.8109,5.63298,4.33418
"ENSG00000105298",119.25,114.191,186.596,144.546,140.449,131.47
"ENSG00000186111",139.954,133.411,184.719,103.144,117.917,109.799
"ENSG00000173976",0,0,0,0,0,0
"ENSG00000007264",0,0.376866,0,0,0,0
"ENSG00000105278",0,0,0,0,0,0
"ENSG00000266627",0.414064,0.376866,0,0,0.751064,0
"ENSG00000178951",154.032,139.817,169.325,198.297,174.247,172.284
"ENSG00000126934",456.713,445.456,545.145,535.693,518.61,487.595
"ENSG00000077463",65.8362,62.5598,73.9625,77.7208,73.9798,66.4574
"ENSG00000167664",0.414064,0.753733,0,0.363181,0,0
"ENSG00000178078",95.6488,109.668,108.128,109.681,122.423,101.853
"ENSG00000141985",432.283,395.333,467.428,438.723,411.959,385.019
"ENSG00000167671",199.579,210.291,288.717,279.65,291.413,257.161
"ENSG00000167676",101.032,125.497,160.69,131.108,148.711,149.89
"ENSG00000167680",6.62503,4.89926,10.5124,9.8059,8.26171,7.58481
"ENSG00000074842",853.8,866.416,815.089,785.925,973.004,858.167
"ENSG00000142002",647.182,637.658,688.94,706.025,657.557,660.601
"ENSG00000127666",173.907,172.982,215.13,349.381,333.473,306.643
"ENSG00000105355",540.768,580.374,589.447,570.921,579.071,541.05
"ENSG00000205784",0,0,0,0.363181,0,0
"ENSG00000105426",450.502,428.874,527.124,461.604,411.583,399.467
"ENSG00000223573",10.7657,11.6829,12.0142,25.4227,19.9032,29.2557
"ENSG00000233270",3.72658,1.1306,1.12633,5.8109,5.63298,1.08354
"ENSG00000130254",376.384,319.96,462.547,461.24,350.747,428.361
"ENSG00000174917",569.338,621.453,586.819,620.314,752.942,635.318
"ENSG00000196365",1396.64,1554.31,1831.79,1581.29,1550.2,1576.26
"ENSG00000156413",0,0,0,0,0,0
"ENSG00000171124",0,0,0.375444,0,0.751064,0.722363
"ENSG00000031823",537.041,517.814,496.337,440.176,425.478,392.604
"ENSG00000167769",0,0,0,0.726363,1.1266,0
"ENSG00000181240",1.24219,2.2612,4.12989,2.17909,5.63298,3.25063
"ENSG00000125648",849.246,878.099,922.842,791.009,837.437,780.874
"ENSG00000205744",0,0,0.375444,0,0,0.722363
"ENSG00000104833",89.0238,65.1979,85.2258,92.9744,83.7437,62.4844
"ENSG00000125726",249.786,267.726,247.011,291.479,353.557,296.892
"ENSG00000125735",0,0,1.12633,0,0,0
"ENSG00000125730",0.828128,1.50747,2.62811,0.726363,3.75532,2.16709
"ENSG00000125734",183.016,228.758,191.477,183.407,223.442,221.765
"ENSG00000125731",76.6019,67.8359,92.3593,100.964,95.3852,70.0692
"ENSG00000268758",0,0,0,0,0.375532,0
"ENSG00000205718",0,0,0,0,0,0
"ENSG00000182315",0,0,0,0,0,0
"ENSG00000171105",96.891,84.4181,99.4927,138.735,120.546,123.885
"ENSG00000104883",8.28128,11.306,17.6459,13.4377,17.65,21.6709
"ENSG00000198723",3.31251,1.1306,3.75444,3.995,2.25319,3.97299
"ENSG00000076924",418.205,417.191,505.723,453.977,387.925,434.501
"ENSG00000104921",0,0,0,0,0,0
"ENSG00000182566",0,0,0,0,0,0
"ENSG00000090659",0,0,0,0,0.375532,0
"ENSG00000269763",0,0,0,0,0,0
"ENSG00000199900",0,0,0,0,0,0
"ENSG00000178531",134.571,143.963,227.519,165.248,159.601,129.303
"ENSG00000104980",1231.01,1222.93,1288.9,1352.85,1403.36,1311.45
"ENSG00000066044",1303.47,1229.72,1287.4,1268.96,1258.41,1347.57
"ENSG00000142449",0,0,0,0,0,0
"ENSG00000186994",20.2891,15.8284,18.3968,17.0695,22.5319,15.5308
"ENSG00000269386",6.62503,13.1903,6.00711,11.985,13.1436,9.02953
"ENSG00000265390",0,0,0,0,0,0
"ENSG00000133246",1.24219,0.376866,1.50178,1.81591,0.375532,1.44473
"ENSG00000133250",50.1018,41.8322,74.3379,61.7408,59.3341,42.6194
"ENSG00000262149",2.48439,3.01493,4.50533,2.54227,3.00426,5.41772
"ENSG00000142347",2.48439,3.01493,4.50533,2.54227,3.00426,5.41772
"ENSG00000261964",0.414064,0.376866,0.750888,0.726363,0,0
"ENSG00000142303",0.414064,0.376866,0.750888,0.726363,0,0
"ENSG00000263000",0,0,0,0,0,0
"ENSG00000181786",0,0,0,0,0,0
"ENSG00000269244",0,0,0,0,0,0
"ENSG00000167785",69.5628,62.183,63.0746,59.9249,72.8532,55.9831
"ENSG00000262124",69.5628,62.183,63.0746,59.9249,72.8532,55.9831
"ENSG00000181143",0,0,0,0,0,0
"ENSG00000267154",0,0,0,0,0,0
"ENSG00000170923",0,0,0,0,0,0
"ENSG00000161807",0,0,0,0,0,0
"ENSG00000170920",0,0,0,0,0,0
"ENSG00000267418",0,0,0,0,0,0
"ENSG00000174667",0,0,0,0,0,0
"ENSG00000180926",0,0,0,0,0,0
"ENSG00000225980",0,0,0,0,0,0
"ENSG00000226480",0,0,0,0,0,0
"ENSG00000196110",44.3049,38.8172,40.9234,41.4027,33.0468,27.4498
"ENSG00000130818",58.7971,56.9068,61.5728,44.3081,46.9415,44.4253
"ENSG00000197961",874.918,654.994,564.293,697.671,832.179,482.177
"ENSG00000171469",203.306,218.959,204.242,159.8,194.901,159.642
"ENSG00000171466",227.321,225.515,220.761,186.312,218.007,182.035
"ENSG00000239830",0.414064,1.1306,0.375444,1.81591,0.375532,0
"ENSG00000224689",0,0,0.375444,0.363181,0,0.361181
"ENSG00000127452",120.493,114.944,132.532,177.959,163.732,146.278
"ENSG00000105088",9.93754,9.42166,13.1405,9.07954,10.5149,14.8084
"ENSG00000080573",0,0,0,0,0,0
"ENSG00000130812",13.6641,12.8135,11.6388,10.1691,10.8904,9.02953
"ENSG00000130811",1587.11,1644.27,1719.91,1557.32,1678.25,1523.1
"ENSG00000105397",383.838,319.96,367.935,382.793,417.216,348.54
"ENSG00000238364",0,0,0,0,0,0
"ENSG00000129347",694.386,651.979,642.385,577.095,570.809,552.607
"ENSG00000129355",21.9454,24.1194,19.1477,21.7909,29.2915,23.838
"ENSG00000129354",0.414064,0.753733,0,1.08954,0,0
"ENSG00000267100",60.0393,54.6456,53.6885,68.2781,67.2203,53.0937
"ENSG00000207752",0,0,0,0,0,0
"ENSG00000099203",311.355,319.1,303.805,337.292,352.249,351.429
"ENSG00000130733",300.019,306.095,368.697,359.914,386.059,366.573
"ENSG00000161888",90.266,67.0822,66.0782,75.1786,73.2288,66.4574
"ENSG00000197256",356.509,372.721,395.718,284.734,265.877,270.886
"ENSG00000130158",273.696,292.448,357.798,327.226,314.696,331.203
"ENSG00000265747",0,0,0,0,0,0
"ENSG00000198003",5.7969,4.89926,3.379,4.35818,4.13085,3.25063
"ENSG00000244080",0,0,0,0,0,0
"ENSG00000130165",917.566,900.334,801.949,714.741,861.095,796.766
"ENSG00000102575",0,0,0.375444,0,0,0
"ENSG00000214223",0.828128,0.753733,1.12633,0.363181,1.87766,1.44473
"ENSG00000197933",62.1096,56.53,60.0711,41.0395,33.0468,37.2017
"ENSG00000212497",0,0,0,0,0,0
"ENSG00000197857",19.8751,13.1903,18.3968,10.1691,8.26171,9.39072
"ENSG00000188868",0,0,0,0.363181,0,0.361181
"ENSG00000198342",0,0,0,0,0,0
"ENSG00000209702",0,0,0,0,0,0
"ENSG00000123144",691.073,734.889,935.982,773.213,810.774,743.311
"ENSG00000167815",2839.65,2713.06,2637.5,2588.39,2784.2,2643.13
"ENSG00000105612",250.095,265.691,282.334,271.66,277.518,296.53
"ENSG00000105610",0,0,0,0,0,0
"ENSG00000161860",23.1876,27.1344,25.5302,25.4227,29.2915,29.9781
"ENSG00000179115",1317.97,1322.42,1426.69,1225.74,1236.25,1172.39
"ENSG00000179271",496.049,485.404,637.504,579.274,577.193,551.524
"ENSG00000104903",0.828128,0.376866,0.375444,0.363181,0.375532,0
"ENSG00000104907",647.182,546.833,531.254,507.001,615.122,469.175
"ENSG00000104915",395.845,384.404,421.999,361.729,443.503,358.292
"ENSG00000141837",50.9299,40.7016,42.8006,36.3181,33.4224,33.951
"ENSG00000266770",0,0,0,0,0,0
"ENSG00000267519",88.1957,30.5262,31.1619,121.666,133.314,55.2607
"ENSG00000207808",0,0,0,0,0,0
"ENSG00000207980",0,0,0,0,0,0
"ENSG00000132016",32.297,22.9888,29.2846,23.2436,17.65,29.2557
"ENSG00000132000",0.828128,1.50747,1.87722,2.54227,2.25319,1.08354
"ENSG00000132005",48.8596,35.4254,70.9589,62.8304,55.9543,50.5654
"ENSG00000187867",2.89845,1.1306,2.62811,1.08954,1.87766,2.16709
"ENSG00000188032",0,0,0,0,0,0
"ENSG00000141858",211.173,195.217,212.501,194.665,164.108,180.229
"ENSG00000072062",721.3,708.509,693.821,607.603,574.564,631.345
"ENSG00000105011",561.885,432.643,503.846,510.27,431.486,447.865
"ENSG00000072071",430.213,395.333,450.908,449.255,420.972,401.272
"ENSG00000160951",4.96877,3.76866,10.137,9.44272,12.017,9.02953
"ENSG00000123159",396.259,390.057,539.138,485.574,483.31,433.056
"ENSG00000132002",2727.86,3085.03,3183.39,7112.91,7773.52,8347.26
"ENSG00000099795",704.737,697.58,1062.13,1163.27,1173.16,967.244
"ENSG00000131355",0,0.376866,0,0,0,0
"ENSG00000269378",0,0,0,0,0,0
"ENSG00000127507",21.9454,22.2351,16.5195,29.7809,38.6798,31.784
"ENSG00000188269",0,0,0,0,0,0
"ENSG00000127530",0,0,0,0,0,0
"ENSG00000127515",0,0,0,0,0,0
"ENSG00000185385",0,0,0,0,0,0
"ENSG00000269678",0,0,0,0,0,0
"ENSG00000268834",0,0,0,0,0,0
"ENSG00000269787",0,0,0,0,0,0
"ENSG00000105143",0,0,0,0,0,0
"ENSG00000105135",462.078,454.874,488.077,508.08,547.901,500.577
"ENSG00000267961",0,0,0,0,0,0
"ENSG00000074181",0.828128,1.1306,0.375444,2.17909,0.751064,1.08354
"ENSG00000105131",0,0,0,0.726363,0.375532,0
"ENSG00000105127",488.596,456.762,517.362,553.488,458.525,482.899
"ENSG00000011243",482.385,499.725,546.647,538.235,496.829,586.197
"ENSG00000011451",641.8,575.475,738.499,702.756,659.059,659.878
"ENSG00000105122",0,0,0,0,0,0
"ENSG00000161031",0,0,0,0,0,0
"ENSG00000267594",0,0,0,0,0,0
"ENSG00000186723",0,0,0,0,0,0
"ENSG00000267235",0,0,0,0,0,0
"ENSG00000186115",0,0,0,0,0,0
"ENSG00000171903",0,0,0,0,0,0
"ENSG00000267392",0,0,0,0,0,0
"ENSG00000267609",0,0,0,0,0,0
"ENSG00000141977",0.828128,0.376866,0,0,0.375532,0
"ENSG00000127527",366.033,342.948,345.784,335.943,295.168,332.648
"ENSG00000243745",0.414064,0.376866,0,0,0,0
"ENSG00000240106",0.414064,0.376866,0.375444,0,0.751064,0.722363
"ENSG00000160111",6.21096,6.40673,9.76155,5.8109,7.88617,10.1131
"ENSG00000263595",0,0,0,0,0,0
"ENSG00000131351",282.392,241.948,239.158,244.058,226.821,246.687
"ENSG00000127220",94.8207,91.5785,172.329,131.472,132.563,117.384
"ENSG00000074855",50.1018,55.7762,79.5942,89.7058,70.9756,67.9021
"ENSG00000130300",0,0,0.375444,0,0,0
"ENSG00000130303",2.07032,4.14553,1.87722,2.90545,3.00426,3.25063
"ENSG00000130477",2.07032,1.50747,0.750888,0.363181,0,1.08354
"ENSG00000096996",0,0.376866,0,0,0,0
"ENSG00000105649",55.8987,53.515,57.0675,53.3877,54.8277,37.924
"ENSG00000105650",0.828128,0.376866,0.375444,0.363181,0,0
"ENSG00000130518",1.24219,1.1306,1.12633,1.45273,1.1266,1.08354
"ENSG00000130522",212.415,231.396,407.732,873.088,720.271,750.174
"ENSG00000241464",0,0,0,0,0,0
"ENSG00000130520",1621.06,1663.49,1797.25,1702.96,1864.89,1665.41
"ENSG00000175489",0,0,0,0,0,0
"ENSG00000105655",123.391,110.045,156.56,136.919,140.449,110.16
"ENSG00000105701",1216.93,1271.17,1625.3,1383.36,1401.86,1310.73
"ENSG00000006016",48.0315,50.1232,51.8113,52.6613,63.8405,50.5654
"ENSG00000263490",0,0,0,0,0,0
"ENSG00000105664",0,0,0,0,0,0
"ENSG00000223802",31.4689,26.3806,39.7971,30.5072,33.0468,30.7004
"ENSG00000241172",0,0,0,0,0,0
"ENSG00000064607",672.026,557.385,556.784,505.912,509.597,446.42
"ENSG00000064545",262.931,263.806,316.124,268.754,300.426,241.269
"ENSG00000184162",424.002,425.105,427.255,431.096,484.061,440.641
"ENSG00000105705",233.946,229.135,238.407,192.123,196.403,189.981
"ENSG00000178093",8.28128,7.16046,8.25977,3.995,7.13511,6.50126
"ENSG00000105717",6.62503,3.76866,6.00711,5.8109,5.25745,4.69536
"ENSG00000267178",0,0,0,0,0,0
"ENSG00000105726",455.885,373.475,414.49,404.947,422.849,362.987
"ENSG00000105708",78.6722,73.4889,66.8291,51.2086,54.4522,39.3688
"ENSG00000231205",0,0,0,0,0,0
"ENSG00000238517",0,0,0,0,0,0
"ENSG00000262269",0,0,0,0,0,0
"ENSG00000221147",0,0,0,0,0,0
"ENSG00000268272",0,0,0,0,0,0
"ENSG00000267956",0,0,0,0,0,0
"ENSG00000201035",0,0,0,0,0,0
"ENSG00000240522",0.828128,0.376866,0,0,0.751064,0
"ENSG00000268521",0.828128,0.376866,0.375444,0.363181,0.751064,1.08354
"ENSG00000182141",66.6643,55.0225,47.306,39.5868,40.1819,27.0886
"ENSG00000268117",0,0,0,0,0,0
"ENSG00000268374",0,0,0,0,0,0
"ENSG00000262022",12.4219,9.04479,9.01066,11.2586,6.00851,6.50126
"ENSG00000197020",12.4219,9.04479,9.01066,11.2586,6.00851,6.50126
"ENSG00000198521",5.7969,4.89926,2.25267,3.26863,3.00426,5.41772
"ENSG00000262928",5.7969,4.89926,2.25267,3.26863,3.00426,5.41772
"ENSG00000160321",0,0,0,0,0,0
"ENSG00000269505",0,0,0,0,0,0
"ENSG00000262774",0,0,0,0,0,0
"ENSG00000269345",0,0,0,0,0,0
"ENSG00000267822",0,0,0,0,0,0
"ENSG00000262942",0,0,0,0,0,0
"ENSG00000196109",0,0,0,0,0,0
"ENSG00000236312",0,0,0,0,0,0
"ENSG00000197360",0,0,0,0,0,0
"ENSG00000268789",0,0,0,0,0,0
"ENSG00000213973",0,0,0,0,0,0
"ENSG00000269067",0,0,0,0,0,0
"ENSG00000267920",0,0,0,0,0,0
"ENSG00000196081",33.6025,31.4173,20.5426,12.772,18.4203,15.2043
"ENSG00000167232",7.03909,10.9291,10.5124,7.62681,10.5149,6.14008
"ENSG00000268100",0,0,0,0,0,0
"ENSG00000197372",65.8362,62.183,62.3237,42.8554,43.5617,41.897
"ENSG00000196172",2.07032,3.01493,4.50533,1.45273,3.37979,1.44473
"ENSG00000213967",0,0.753733,0,0,0,0
"ENSG00000213967",0.414064,0.753733,0.375444,0.363181,0,0.722363
"ENSG00000201966",0,0,0,0,0,0
"ENSG00000268442",0,0,0.375444,0.363181,0.375532,0
"ENSG00000261824",128.774,153.761,163.694,188.128,228.699,213.097
"ENSG00000267323",8.69535,11.306,14.6423,10.1691,10.8904,9.02953
"ENSG00000169021",778.441,753.733,697.575,737.621,825.044,706.832
"ENSG00000241604",0,0,0,0,0,0
"ENSG00000131943",78.6722,96.1009,90.482,79.1735,85.6213,83.4329
"ENSG00000242100",0.828128,0.753733,0.750888,0,1.50213,0.361181
"ENSG00000121297",56.3127,55.3994,51.4359,45.0345,40.5575,36.4793
"ENSG00000252780",0,0,0,0,0,0
"ENSG00000201894",0,0,0,0,0,0
"ENSG00000200738",0,0,0,0,0,0
"ENSG00000105186",229.392,242.702,262.06,203.382,244.847,243.797
"ENSG00000207166",0,0,0,0,0,0
"ENSG00000242436",0,0,0,0,0,0
"ENSG00000213965",6.62503,1.88433,3.75444,7.26363,6.38405,5.7789
"ENSG00000021488",0.414064,0,0,0.363181,0,0
"ENSG00000201967",0,0,0,0,0,0
"ENSG00000131941",128.36,128.888,117.139,140.188,134.065,135.804
"ENSG00000130876",2.25072,0.525807,1.10397,0.363182,0.627176,1.98009
"ENSG00000266899",0,0,0,0,0,0
"ENSG00000124299",184.259,186.926,222.638,192.486,202.787,197.927
"ENSG00000232429",0,0,0,0,0,0
"ENSG00000240626",0,0,0,0,0,0
"ENSG00000249987",0,0,0,0,0,0
"ENSG00000186008",0,0,0,0,0,0
"ENSG00000257074",0,0,0,0,0,0
"ENSG00000264317",0,0,0,0,0,0
"ENSG00000239210",0,0,0,0,0,0
"ENSG00000248830",0.414064,0,0,0.363181,0,0
"ENSG00000268751",0,0.753733,0,1.08954,0.751064,0
"ENSG00000205209",0.414064,0.753733,0,0,0,0.361181
"ENSG00000221066",0,0,0,0,0,0
"ENSG00000153896",0,0,0,0,0,0
"ENSG00000271649",0,0,0,0,0,0
"ENSG00000180884",4.55471,3.76866,6.00711,0.726363,1.87766,1.44473
"ENSG00000227392",0,0,0,0,0.375532,0
"ENSG00000153902",0.828128,0.753733,0.375444,0.726363,1.1266,0.722363
"ENSG00000177558",0,0,0,0,0,0
"ENSG00000262497",0.414064,0,0,0,0,0
"ENSG00000264400",0,0,0,0,0,0
"ENSG00000188508",0,0,0,0,0,0
"ENSG00000161249",10.7657,10.5523,5.63166,9.07954,7.51064,4.69536
"ENSG00000189001",0,0,0,0.363181,0,0
"ENSG00000105675",0,0,0,0,0,0.361181
"ENSG00000226510",0,0,0,0,0,0
"ENSG00000004776",0.828128,0,1.12633,0.363181,0.375532,0
"ENSG00000167595",5.10591,4.83674,2.21956,3.21467,6.05936,3.87959
"ENSG00000250799",0,0,0,0,0,0
"ENSG00000161270",0,0,0,0,0,0
"ENSG00000167604",13.2501,9.04479,10.8879,18.5223,23.283,14.4473
"ENSG00000011600",0,0,0,0,0,0
"ENSG00000105270",1.65626,3.76866,1.50178,2.90545,0.751064,1.08354
"ENSG00000161277",4.96877,6.40673,6.758,4.72136,4.50639,3.25063
"ENSG00000105258",172.251,168.836,163.318,157.621,176.5,145.917
"ENSG00000161281",0,0,0,0,0,0.361181
"ENSG00000264276",0,0,0,0,0,0
"ENSG00000232677",1.24219,1.88433,0.375444,0.726363,0.375532,0
"ENSG00000142065",0.414064,0.376866,0.375444,0.726363,0,0.722363
"ENSG00000181007",0.828128,0.376866,0.375444,0.363181,1.1266,0.361181
"ENSG00000186017",47.2033,48.6158,56.6921,65.3727,49.5702,46.9536
"ENSG00000267091",0,0,0,0,0,0
"ENSG00000254004",3.31251,4.5224,2.62811,2.54227,2.62872,5.41772
"ENSG00000186020",14.4922,14.6978,11.2633,10.5323,18.4011,16.6143
"ENSG00000197808",1.65626,1.88433,1.12633,0.726363,0.375532,0.722363
"ENSG00000267041",2.07032,2.2612,1.50178,1.08954,1.50213,1.08354
"ENSG00000197863",0,0,0,0,0,0.361181
"ENSG00000185869",0.828128,1.1306,0.375444,0,0.375532,0.361181
"ENSG00000196437",8.28128,6.40673,6.38255,12.7113,13.5192,6.50126
"ENSG00000180479",2.07032,2.63806,1.87722,0.363181,1.1266,0.722363
"ENSG00000189144",0.414064,0.376866,0.375444,0,0.375532,0
"ENSG00000171804",0,0,0,0,0,0
"ENSG00000011332",18.6329,15.4515,20.6494,16.7063,13.5192,17.3367
"ENSG00000167641",0,0,0,0,0,0
"ENSG00000167645",106.511,105.988,108.924,105.705,109.35,100.078
"ENSG00000179168",1.65626,1.1306,0.375444,3.26863,0,0.722363
"ENSG00000171777",0.414064,0.753733,0.375444,0.363181,0,0.722363
"ENSG00000104814",2.48439,0.376866,1.50178,0.726363,1.1266,0.722363
"ENSG00000182472",66.6643,63.6904,66.0782,87.1635,64.5915,75.8481
"ENSG00000205076",0,0,0,0,0,0
"ENSG00000207296",0,0,0,0,0,0
"ENSG00000171747",0,1.50747,1.50178,0.363181,0.751064,1.08354
"ENSG00000187994",11.5938,11.6829,8.25977,8.35317,16.5234,11.919
"ENSG00000068903",184.259,216.321,180.213,163.432,205.416,197.205
"ENSG00000262484",0.414064,0.376866,2.25267,0.726363,1.1266,1.08354
"ENSG00000161243",105.586,114.191,108.128,89.7058,100.267,108.354
"ENSG00000179751",0,0,0,0,0,0
"ENSG00000268510",0,0,0,0,0,0
"ENSG00000197110",0,0,0,0,0,0
"ENSG00000272395",0,0,0,0,0,0
"ENSG00000213926",0,0,0,0,0,0
"ENSG00000130755",0,0,0.750888,0.363181,0.375532,1.08354
"ENSG00000006712",231.123,232.541,250.803,237.408,234.444,225.377
"ENSG00000266559",0,0,0,0,0,0
"ENSG00000105193",2863.25,2857.78,2334.14,2716.6,3324.21,2698.75
"ENSG00000176401",4.55471,4.5224,3.75444,3.26863,3.75532,5.41772
"ENSG00000176396",49.6877,46.7314,54.8148,49.7559,55.5788,44.0641
"ENSG00000105205",0,0,0,0,0,0
"ENSG00000105204",9.93754,10.1754,20.6494,13.0745,12.3926,7.22363
"ENSG00000105202",1276.56,1284.36,1195.04,1244.26,1297.84,1239.94
"ENSG00000090920",23.6017,36.1792,45.0533,47.5768,41.3085,37.2017
"ENSG00000230086",0,0,0,0,0,0
"ENSG00000174521",0.828128,0.753733,0.375444,1.81591,1.1266,0.361181
"ENSG00000105219",0.414064,0.753733,0.375444,0.726363,1.1266,1.08354
"ENSG00000105221",592.526,617.684,619.858,551.309,583.201,565.249
"ENSG00000207631",0,0,0,0,0,0
"ENSG00000160392",50.9299,62.5598,59.3202,49.0295,39.8064,42.9806
"ENSG00000206674",0,0,0,0,0,0
"ENSG00000160396",0,0,0,0,0,0
"ENSG00000105227",7.03909,6.02986,6.38255,6.17408,7.51064,5.41772
"ENSG00000197019",89.4379,80.6494,106.251,255.317,236.585,218.515
"ENSG00000167565",52.5862,60.6755,58.9447,63.5567,80.3639,83.7941
"ENSG00000090013",88.6097,96.1009,125.023,105.686,120.17,117.023
"ENSG00000266164",0,0,0.375444,0,0.375532,1.08354
"ENSG00000223284",0,0,0,0,0,0
"ENSG00000188493",43.0627,43.3396,45.4287,39.5868,51.4479,42.6194
"ENSG00000233622",0,0.376866,0.750888,0,1.1266,0.722363
"ENSG00000255974",0,0,0,0.363181,0.375532,0.361181
"ENSG00000198077",0,0,0,0.363181,0,0
"ENSG00000213908",0,0,0,0,0,0
"ENSG00000268101",0,0,0,0,0,0
"ENSG00000264423",0,0,0,0,0,0
"ENSG00000239868",0.414064,0,0,0,0,0
"ENSG00000105329",269.142,258.153,324.759,290.545,263.999,236.574
"ENSG00000123810",14.0782,18.0896,19.5231,17.4327,18.0255,21.3097
"ENSG00000077348",186.743,236.672,190.35,164.884,233.205,202.623
"ENSG00000177191",0.414064,0.376866,0.750888,0.363181,0.751064,0.722363
"ENSG00000105341",190.055,192.579,182.09,212.098,179.88,182.758
"ENSG00000272997",190.055,192.579,182.09,212.098,179.88,182.758
"ENSG00000269800",0,0,0,0,0,0
"ENSG00000273280",0,0,0,0,0,0
"ENSG00000269266",0,0,0,0,0,0
"ENSG00000273166",0,0,0,0,0,0
"ENSG00000105352",0,0,0,0,0,0
"ENSG00000272708",0,0,0,0,0,0
"ENSG00000268997",0,0,0,0,0,0
"ENSG00000273168",0,0,0,0,0,0
"ENSG00000007306",0,0,0,0,0,0
"ENSG00000272684",0,0,0,0,0,0
"ENSG00000183103",0,0,0,0,0,0
"ENSG00000105404",69.1487,74.2427,147.174,102.78,98.765,77.654
"ENSG00000272881",69.1487,74.2427,147.174,102.78,98.765,77.654
"ENSG00000105409",105.586,88.5636,95.3628,124.208,102.896,95.3519
"ENSG00000272584",105.586,88.5636,95.3628,124.208,102.896,95.3519
"ENSG00000105737",0.414064,0.753733,1.50178,0,0.375532,1.80591
"ENSG00000272706",0.414064,0.753733,1.50178,0,0.375532,1.80591
"ENSG00000028277",1.65626,1.88433,1.50178,1.45273,0.751064,0.361181
"ENSG00000266226",0,0,0,0,0,0
"ENSG00000160570",60.8674,68.2128,78.4678,94.064,100.267,94.6295
"ENSG00000079462",0,0,0,0,0,0
"ENSG00000105427",2.89845,2.63806,10.137,7.98999,6.75958,6.50126
"ENSG00000079435",1.65626,3.01493,3.379,2.17909,1.1266,1.08354
"ENSG00000189377",0,0,0,0,0,0.361181
"ENSG00000079385",4.14064,4.14553,6.758,5.08454,9.3883,9.02953
"ENSG00000230558",0,0,0,0,0,0
"ENSG00000124469",0,0,0,0,0,0
"ENSG00000233681",0,0,0,0,0,0
"ENSG00000221826",0,0,0,0,0,0
"ENSG00000238092",0,0,0,0,0,0
"ENSG00000231924",0,0,0,0,0.375532,0
"ENSG00000170848",0,0,0,0,0,0
"ENSG00000221878",0,0,0,0,0,0
"ENSG00000227349",0,0,0,0,0,0
"ENSG00000243130",0,0,0,0,0,0
"ENSG00000236932",0,0,0,0,0,0
"ENSG00000242221",0,0,0,0,0,0
"ENSG00000230529",0,0,0,0,0,0
"ENSG00000204941",0,0,0,0,0,0
"ENSG00000243137",0.414064,0,0,0,0,0
"ENSG00000236123",0,0,0,0,0,0
"ENSG00000230681",0,0,0,0,0,0
"ENSG00000204933",0,0,0,0,0,0
"ENSG00000124466",6.21096,7.16046,12.3897,10.8954,8.63724,8.30717
"ENSG00000176531",12.0079,12.8135,15.0178,21.4277,14.2702,20.2262
"ENSG00000105755",60.0393,68.5897,62.3237,64.6463,81.4905,55.9831
"ENSG00000131116",37.6798,37.6866,48.0569,38.4972,31.1692,32.1451
"ENSG00000105767",16.1485,27.5112,26.2811,20.7013,20.6543,24.9215
"ENSG00000011422",138.297,190.694,173.455,191.76,244.847,226.1
"ENSG00000239948",0,0,0,0,0,0
"ENSG00000105771",142.438,90.0711,96.1137,88.6163,90.5032,80.9046
"ENSG00000104783",110.141,140.194,157.687,150.72,134.065,119.19
"ENSG00000159871",6.21096,4.89926,3.75444,3.995,3.37979,0.722363
"ENSG00000124459",89.0238,85.9255,81.8468,51.5718,76.6086,72.5975
"ENSG00000253021",0,0,0,0,0,0
"ENSG00000159917",26.5001,32.0336,37.169,17.7959,27.4138,22.3932
"ENSG00000176395",0,0,0,0,0,0
"ENSG00000230666",0.414064,1.50747,0.750888,1.08954,0.375532,0.722363
